00005_00025.ppm;59;57;5;5;53;52;1
00005_00026.ppm;61;59;6;6;55;54;1
00005_00027.ppm;62;62;5;6;57;57;1
00005_00028.ppm;63;63;5;6;57;57;1
00005_00029.ppm;64;63;5;6;58;58;1
00006_00000.ppm;44;50;6;6;39;45;1
00006_00001.ppm;43;49;5;5;38;44;1
00006_00002.ppm;44;50;6;5;39;45;1
00006_00003.ppm;43;50;5;5;38;45;1
00006_00004.ppm;43;51;5;5;38;45;1
00006_00005.ppm;44;51;5;5;39;46;1
00006_00006.ppm;46;53;6;5;40;47;1
00006_00007.ppm;46;54;5;6;40;49;1
00006_00008.ppm;46;55;5;6;41;50;1
00006_00009.ppm;47;56;5;6;42;51;1
00006_00010.ppm;50;58;6;6;44;53;1
00006_00011.ppm;50;59;5;5;44;53;1
00006_00012.ppm;51;59;5;5;45;54;1
00006_00013.ppm;52;62;5;6;47;57;1
00006_00014.ppm;55;63;6;5;49;58;1
00006_00015.ppm;55;67;5;6;50;61;1
00006_00016.ppm;57;70;5;7;52;64;1
00006_00017.ppm;61;72;6;6;55;65;1
00006_00018.ppm;62;76;5;7;57;69;1
00006_00019.ppm;64;77;5;7;59;71;1
